"Année","Code SINOE UIOM","Nom  UIOM","Téléphone","Fax","Date d'ouverture  UIOM","Code type SINOE  UIOM","Libellé type SINOE  UIOM","Adresse UIOM","Adresse UIOM (suite)","Code postal UIOM","Commune UIOM","Code commune UIOM","Libellé de la commune UIOM","Code du département UIOM","Nom de la région UIOM","Mode de gestion  UIOM","Géolocalisation  UIOM
2016,7139,"Uiom de Pontarlier",381466426,381466598,"02/11/1989","08A","Incinération avec valorisation énergétique","Zi les Petits Planchants",,25300,"Pontarlier",25462,"Pontarlier",25,"Bourgogne-Franche-Comté","Marché de prestation de service",711249,5928390,-1,"Centroïde de la commune",3013,"Suez Rv Centre Est Energie ( Novergie )","05","Entreprises et artisans","18 Rue Félix Mangini",,69009,"Lyon",437707171,437707172,37500,46.937796,6.422833
2016,5564,"Uiom de Pontcharra",476971952,,"01/04/1977","08A","Incinération avec valorisation énergétique","1293 Avenue Champollion",,38530,"Pontcharra",38314,"Pontcharra",38,"Auvergne-Rhône-Alpes","Marché de prestation de service",669286,5688260,-1,"Centroïde de la commune",4871,"Idex et Cie","05","Entreprises et artisans","148 / 152 Route de la Reine","Cs 60049",92513,"Boulogne-billancourt Cedex",,,20000,45.428271,6.004767
2016,5494,"Uiom de Pontenx-les-forges",558048019,558048041,"01/02/1997","08A","Incinération avec valorisation énergétique","Larrouza - chemin départemental 46",,40200,"Pontenx-les-Forges",40229,"Pontenx-les-Forges",40,"Nouvelle-Aquitaine","Marché de prestation de service",-121404,5505060,-1,"Centroïde de la commune",6647,"Cyclergie (92)","05","Entreprises et artisans","Tour Franklin - 10e étage","la Défense 8",92800,"Puteaux",558062587,558062594,42000,44.218477,-1.101475
2016,6975,"Uiom de Pontivy",297278886,297254298,"01/06/1989","08A","Incinération avec valorisation énergétique","Rue Vicat le Sourn",,56306,"Pontivy",56178,"Pontivy",56,"Bretagne","Marché de prestation de service",-330465,6117980,-1,"Centroïde de la commune",5333,"Argoat","05","Entreprises et artisans","Rue Vicat le Sourn",,56306,"Pontivy",297278886,297254298,33500,48.060388,-2.969041
2016,7016,"Uiom de Pontmain",243046801,243046800,"01/02/1984","08A","Incinération avec valorisation énergétique","les Basses Ansquillères","Route de Fougère",53220,"Pontmain",53181,"Pontmain",53,"Pays de la Loire","Délégation de service public",-118823,6179830,-1,"Centroïde de la commune",5354,"Smeco","05","Entreprises et artisans","les Basses Ansquillères","Route de Fougeres",53220,"Pontmain",243046801,243046800,63000,48.441618,-1.075707
2016,5599,"Uiom de Rambervillers",329653165,329654681,"01/03/1983","08A","Incinération avec valorisation énergétique","la Rosiere, Chemin de Romont",,88700,"Rambervillers",88367,"Rambervillers",88,"Grand-Est","Délégation de service public",738242,6164600,-1,"Centroïde de la commune",6013,"Société Vosgienne de Valorisation des Déchets","05","Entreprises et artisans","la Rosière - Chemin de Romont",,88700,"Rambervillers",329653165,329654681,95000,48.355656,6.621367
2016,5504,"Uiom de Reims",326855670,326854760,"01/01/1989","08A","Incinération avec valorisation énergétique","Zi les Essilards","Chemin du Moulin de Vrilly",51689,"Reims",51454,"Reims",51,"Grand-Est","Délégation de service public",450506,6317880,-1,"Centroïde de la commune",4841,"Remival","05","Entreprises et artisans","Zi les Essilard","Chemin du Moulin de Vrilly",51689,"Reims Cedex 2",326855670,326854760,104000,49.227391,4.089206
2016,5822,"Uiom de Rennes",299590917,299594765,"01/07/1968","08A","Incinération avec valorisation énergétique","Avenue Charles Tillon",,35067,"Rennes",35238,"Rennes",35,"Bretagne","Marché de prestation de service",-187150,6126150,-1,"Centroïde de la commune",4949,"Sobrec","05","Entreprises et artisans","Avenue Charles Tillon",,35067,"Rennes",299590917,299594765,144000,48.125477,-1.696202
2016,6770,"Uiom de Rillieux-la-pape Lyon Nord",472018602,472018610,"01/07/1989","08A","Incinération avec valorisation énergétique","Lyon Nord","1110 Route Mas Rillier",69140,"Rillieux-la-Pape",69286,"Rillieux-la-Pape",69,"Auvergne-Rhône-Alpes","Délégation de service public",545541,5752580,-1,"Centroïde de la commune",5522,"Valorly","05","Entreprises et artisans","1110 Rue de Mas du Rillier",,69140,"RILLIEUX LA PAPE",472018602,472018610,180000,45.815456,4.893045
2016,6314,"Uiom de Rosiers d'Egletons",555932563,555933384,"01/01/1997","08A","Incinération avec valorisation énergétique","Les chaux","Route departementale 16",19300,"Rosiers-d'Égletons",19176,"Rosiers-d'Égletons",19,"Nouvelle-Aquitaine","Marché de prestation de service",225008,5683490,-1,"Centroïde de la commune",2685,"Correze Incineration","05","Entreprises et artisans","Route Départementale 16 ""Les Chaux""",,19300,"ROSIERS-D'EGLETONS",555932563,555933384,40000,45.371424,2.065268
2016,6734,"Uiom de Rouen",,,"21/03/2000","08A","Incinération avec valorisation énergétique","48 Boulevard de Stalingrad",,76120,"Le Grand-Quevilly",76322,"Le Grand-Quevilly",76,"Normandie","Marché de prestation de service",115904,6345180,-1,"Centroïde de la commune",4568,"Societe Normande de Valorisation Energetique","05","Entreprises et artisans","Usine Vesta","48 Boulevard Stalingrad",76120,"Grand-quevilly",232114580,,325000,49.416949,1.022738
2016,5586,"Uiom de Saint Barthelemy",590278098,590278287,"08/12/2001","08A","Incinération avec valorisation énergétique","Zone Industrielle de Public","Bp 704",97133,"Saint-Barthélemy",97701,"Saint-Barthélemy",977,"Dom-Com","Marché de prestation de service",-6996370,2025690,1,"Géolocalisation manuelle",6112,"Cyclergie (Ouanalao Environnement)","05","Entreprises et artisans","Bp 704",,97099,"Saint-barthelemy",590278098,590278287,8900,,
2016,9278,"Uiom de Saint Jean de Folleville",232846010,232846011,"01/03/2003","08A","Incinération avec valorisation énergétique","Zac de Port Jérôme",,76170,"Saint-Jean-de-Folleville",76592,"Saint-Jean-de-Folleville",76,"Normandie","Délégation de service public",55707.1,6360870,-1,"Centroïde de la commune",5948,"Oreade","05","Entreprises et artisans","Zac de Port Jérôme",,76170,"Saint-jean-de-folleville",232846010,232846011,207500,49.52236,0.507996
2016,7355,"Uiom de Sens",386952580,,"10/11/1988","08A","Incinération avec valorisation énergétique","24, Rue des Longues Raies","Zi des Vauguillettes",89100,"SENS",89387,"Sens",89,"Bourgogne-Franche-Comté","Marché de prestation de service",364709,6137230,-1,"Centroïde de la commune",3046,"Valest - Sens","05","Entreprises et artisans","24, Rue des Longues Raies",,89100,"SENS",386952580,386954014,24000,48.192888,3.315697
2016,5649,"Uiom de Sète",467430955,,"25/11/1992","08A","Incinération avec valorisation énergétique","Zone Industrielle des Eaux Blanches",,34200,"Sète",34301,"Sète",34,"Occitanie","Marché de prestation de service",403348,5369700,-1,"Centroïde de la commune",4786,"Setom","05","Entreprises et artisans","Zone Industrielle les Eaux Blanches",,34200,"SETE",467430955,,44280,43.419513,3.713509
2016,6478,"Uiom de Taden",296852546,296858710,"01/01/2002","08A","Incinération avec valorisation énergétique","les Basse Landes Route de Ploubalay",,22100,"Taden",22339,"Taden",22,"Bretagne","Marché de prestation de service",-229009,6188070,-1,"Centroïde de la commune",56481,"Idex Environnement Bretagne","05","Entreprises et artisans","6 les Landes Basses","Route de Ploubalay",22100,"Taden",296852546,,106400,48.464886,-2.059019
2016,7157,"Uiom de Thonon-les-bains",450262122,,"01/05/1988","08A","Incinération avec valorisation énergétique","Zone Industrielle de Vongy","Avenue des Genévriers",74200,"Thonon-les-Bains",74281,"Thonon-les-Bains",74,"Auvergne-Rhône-Alpes","Marché de prestation de service",722559,5840630,-1,"Centroïde de la commune",56529,"Idex Environnement","05","Entreprises et artisans","148 / 152 Route de la Reine",,92513,"Boulogne-billancourt",147124327,147124480,38000,46.383017,6.505651
2016,7285,"Uiom de Tignes",479062345,,"01/07/1986","09A","Incinération sans valorisation énergétique","les Brevieres",,73321,"Tignes",73296,"Tignes",73,"Auvergne-Rhône-Alpes","Marché de prestation de service",771183,5696470,-1,"Centroïde de la commune",28197,"Veolia Proprete Rhin Rhône Siège Social","05","Entreprises et artisans","105 Av 8 Mai 1945",,69140,"Rillieux la Pape",472014949,472014950,13000,45.508179,6.919985
2016,7305,"Uiom de Tronville en Barrois",329788433,329781871,"01/01/1983","08A","Incinération avec valorisation énergétique","Route Nationale",,55310,"Tronville-en-Barrois",55519,"Tronville-en-Barrois",55,"Grand-Est","Gestion privée",587636,6227240,-1,"Centroïde de la commune",11579,"Meuse Energie - Agence de Troville-En-Barrois","05F","Services","Route Nationale",,55310,"TRONVILLE-EN-BARROIS",329788433,329781871,35000,48.71744,5.277944
2016,6792,"Uiom de Vernou-en-sologne",254814080,254814089,"01/09/1987","08A","Incinération avec valorisation énergétique","24, Route de Chambord",,41230,"VERNOU-EN-SOLOGNE",41271,"Vernou-en-Sologne",41,"Centre-Val de Loire","Régie",188665,6023860,-1,"Centroïde de la commune",1277,"Sieom du Groupement de Mer","04H","Syndicat mixte","9 Route Nationale",,41500,"Mer",254814138,254814089,12500,47.504149,1.673334
2016,6030,"Uiom de Villefranche-sur-saone",474688259,,"01/07/1984","08A","Incinération avec valorisation énergétique","130 Rue Benoit Frachon",,69400,"Villefranche-sur-Saône",69264,"Villefranche-sur-Saône",69,"Auvergne-Rhône-Alpes","Marché de prestation de service",526364,5777780,-1,"Centroïde de la commune",24517,"Cideme","05","Entreprises et artisans","90, Rue Benoît Frachon",,69400,"VILLEFRANCHE-SUR-SAONE",474621536,474090020,88000,45.987864,4.738905
2016,22785,"Uiom de Villers Saint Paul",344252064,344293417,"01/04/2004","08A","Incinération avec valorisation énergétique","Avenue Frédéric et Irène Joliot Curie",,60870,"Villers-Saint-Paul",60684,"Villers-Saint-Paul",60,"Hauts-de-France","Délégation de service public",277724,6323990,-1,"Centroïde de la commune",17693,"Esiane","05","Entreprises et artisans","Avenue Frédéric et Irene Jolliot Curie",,60870,"Villers-saint-paul",344293410,344293417,173250,49.280721,2.499307
2016,5820,"Uiom de Vitre",299758419,299750873,"01/01/1998","08A","Incinération avec valorisation énergétique","Zi de la Haie Robert",,35502,"Vitré",35360,"Vitré",35,"Bretagne","Marché de prestation de service",-135300,6127640,1,"Géolocalisation effectuée - Qualité suffisante",4531,"Novergie Grand Ouest et Centre","05","Entreprises et artisans","Centre d'Affaires Alphasis - Espace Performance 3","Bât P Cs 86820, Rue de la Terre Adélie",35760,"Saint-grégoire",223212300,223212310,25000,48.113269,-1.184307
2016,5908,"Uiom de l'Ile d'Oleron",546472391,546997630,"01/09/1976","09A","Incinération sans valorisation énergétique","le Bois d'Anga",,17310,"Saint-Pierre-d'Oléron",17385,"Saint-Pierre-d'Oléron",17,"Nouvelle-Aquitaine","Délégation de service public",-146300,5769560,-1,"Centroïde de la commune",2879,"Séché Eco-industries","05","Entreprises et artisans","les Hêtres","Cs 20020",53811,"Change",243596000,243596001,36000,45.926708,-1.282309
2016,5535,"Uiom de la Couronne",545672464,545386059,"01/04/1986","09A","Incinération sans valorisation énergétique","le Mas","103, Route Saint Michel",16400,"La Couronne",16113,"La Couronne",16,"Nouvelle-Aquitaine","Délégation de service public",11286.1,5717820,1,"Géolocalisation effectuée - Qualité suffisante",3122,"Novergie Sud Ouest","05","Entreprises et artisans","28 Avenue Leonard de Vinci",,33605,"PESSAC",557261263,557261595,32000,45.624575,0.09609
2016,5541,"Uiom de la Rochelle",546426612,,"01/10/1988","08A","Incinération avec valorisation énergétique","Zi Rue Chef de Baie",,17000,"La Rochelle",17300,"La Rochelle",17,"Nouvelle-Aquitaine","Délégation de service public",-133204,5805330,-1,"Centroïde de la commune",5318,"Soccoim (setrad)","05","Entreprises et artisans","Za les Pierrelets",,45380,"Chaingy",238466565,238466580,65000,46.147985,-1.210179
2016,5576,"Uiom de la Tronche Athanor",476595959,,"01/01/1972","08A","Incinération avec valorisation énergétique","Complexe de l'Ile d'Amour","Chemin de la Carronnerie",38700,"La Tronche",38516,"La Tronche",38,"Auvergne-Rhône-Alpes","Marché de prestation de service",639511,5654930,-1,"Centroïde de la commune",4819,"Cie Chauffage Agglo. Grenobloise","05","Entreprises et artisans","25 Avenue de Constantine",,38100,"GRENOBLE",476332360,476335646,185000,45.198702,5.751442
2016,5796,"Uiom des Pyrénées",559130060,559130066,"01/01/1972","08A","Incinération avec valorisation énergétique","Rue d'Arsonval","Bp 90347",64230,"Lescar",64335,"Lescar",64,"Nouvelle-Aquitaine","Délégation de service public",-47889,5360200,-1,"Centroïde de la commune",2917,"Béarn Environnement","05","Entreprises et artisans","Rue d'Arsonval","Bp 90347",64230,"Lescar",559130060,559130066,85000,43.314219,-0.433874
2016,34604,"Uiom la Veuve",326687010,326687001,"01/01/2006","08A","Incinération avec valorisation énergétique","Avenue des Crayères","Zi de la Veuve",51520,"La Veuve",51617,"La Veuve",51,"Grand-Est","Délégation de service public",481923,6281160,-1,"Centroïde de la commune",23696,"Aureade (La Veuve)","05","Entreprises et artisans","Avenue des Crayères","Zi de la Veuve",51520,"la Veuve",326687010,326687001,100000,49.038584,4.32465
2016,6335,"Utom d'Orléans",238790310,,"01/10/1995","08A","Incinération avec valorisation énergétique","651 Rue de la Motte Petree",,45770,"Saran",45302,"Saran",45,"Centre-Val de Loire","Marché de prestation de service",209294,6098370,-1,"Centroïde de la commune",3007,"Orvade","05","Entreprises et artisans","651 Rue de la Motte Petree",,45770,"Saran",238790310,238790320,115000,47.954732,1.861538
2016,6672,"Uve d'Antibes",,,"15/12/1969","08A","Incinération avec valorisation énergétique","Lieu Dit Font de Cine - Route de Grasse",,6600,"Antibes",6004,"Antibes",6,"PACA","Délégation de service public",786516,5403730,1,"Géolocalisation manuelle",26881,"Valomed","05","Entreprises et artisans","Route de Grasse","Uiom d'Antibes",6600,"Antibes",492965750,492965751,160000,43.595943,7.092671
2016,110713,"Uve de Benesse-marenne",558720394,558724757,"01/01/2017","08A","Incinération avec valorisation énergétique","62 Chemin du Bayonnais",,40230,"Bénesse-Maremne",40036,"Bénesse-Maremne",40,"Nouvelle-Aquitaine","Régie",-151980,5408990,-1,"Centroïde de la commune",5,"Synd Trait Ordur Menag Côte Sud des Landes","04H","Syndicat mixte","62 Che du Bayonnais","Zone Industrielle Arriet",40230,"Benesse-maremne",558720394,558724757,83000,43.628291,-1.39884
2016,6350,"Uve de Chinon (saint Benoît la Forêt)",,,"01/01/1984","08A","Incinération avec valorisation énergétique","Cd 751","le Palis",37500,"Saint-Benoît-la-Forêt",37210,"Saint-Benoît-la-Forêt",37,"Centre-Val de Loire","Marché de prestation de service",35939.7,5976250,-1,"Centroïde de la commune",40624,"Inova Operations Sas - Uve Chinon","05","Entreprises et artisans","Cd 751 - le Palis",,37500,"Saint-Benoît-la-Forêt",,,20000,,
2016,72090,"Uve de Fos-sur-mer Tmb",442057611,442057608,"01/01/2009","08A","Incinération avec valorisation énergétique","Zi de Fos sur Mer - Route Quai Minéralier","Lieu Dit Caban Sud",13270,"Fos-sur-Mer",13039,"Fos-sur-Mer",13,"PACA","Délégation de service public",540528,5376180,1,"Géolocalisation manuelle",36227,"Everé","05","Entreprises et artisans","Zi Fos sur Mer - Route Quai Minéralier","Lieu Dit Caban Sud",13270,"Fos-sur-mer",442057620,442057608,360000,43.420227,4.858675
2016,6616,"Uve de Metz (uiom)",,,"02/09/2001","08A","Incinération avec valorisation énergétique","Avenue de Blida",,57000,"Metz",57463,"Metz",57,"Grand-Est","Régie",690804,6292550,-1,"Centroïde de la commune",6092,"Metz Métropole","04G","Communauté d'agglomération","11, Boulevard Solidarité","Bp 55025 - Harmony Park",57070,"Metz Cedex 3",387201000,387201029,110000,49.127828,6.185111
2016,7067,"Uve de Nice",493549061,493272823,"01/01/1977","08A","Incinération avec valorisation énergétique","33, Boulevard de l'Ariane",,6300,"Nice",6088,"Nice",6,"PACA","Délégation de service public",811856,5424550,1,"Géolocalisation manuelle",5188,"Sonitherm","05","Entreprises et artisans","33, Boulevard de l'Ariane",,6300,"NICE",493549061,493272823,375000,43.73531,7.30142
2016,5461,"Uve de Noyelles-sous-lens",321707020,321707021,"01/01/1974","08A","Incinération avec valorisation énergétique","Noyelles-sous-lens","Rue du Docteur Schaffner",62221,"Noyelles-sous-Lens",62628,"Noyelles-sous-Lens",62,"Hauts-de-France","Délégation de service public",319907,6520830,-1,"Centroïde de la commune",44408,"Inova Opérations Sas - Uve Noyelles","05","Entreprises et artisans","Rue du Docteur Schaffner",,62221,"Noyelles-sous-lens",,,106000,50.430457,2.872111
2016,5839,"Uve de Pithiviers",,,"01/01/1997","08A","Incinération avec valorisation énergétique","Route de Bouzonville-en-beauce",,45300,"Pithiviers",45252,"Pithiviers",45,"Centre-Val de Loire","Délégation de service public",250167,6136970,-1,"Centroïde de la commune",40604,"Inova Operations Sas - Uve de Pithiviers","05","Entreprises et artisans","Route de Bouzonville-en-beauce",,45300,"Pithiviers",,,64000,48.184414,2.242852
2016,5860,"Uve de Toulon - Zephire",494899810,494225880,"01/06/1984","08A","Incinération avec valorisation énergétique","Chemin Gaetan Gastaldo","Quartier l'Escaillon",83200,"Toulon",83137,"Toulon",83,"PACA","Délégation de service public",655662,5331070,1,"Géolocalisation manuelle",56373,"Zephire (Idex-Pizzorno)","05","Entreprises et artisans","Chemin Gaetan Gastaldo","Quartier de l'Escaillon",83200,"Toulon",494238030,,285000,43.125792,5.889359
2016,5866,"Uve de Vedène",490310405,490315791,"06/01/1995","08A","Incinération avec valorisation énergétique","649 Avenue Maurice et Margueritte Vidier",,84270,"Vedène",84141,"Vedène",84,"PACA","Délégation de service public",544564,5460800,1,"Géolocalisation manuelle",38886,"Novergie Méditerranée","05","Entreprises et artisans","1330 Avenue Jr Guilibert de la Lauzière","Europarc Pichaury",13856,"Aix-en-provence",442991299,442991298,205400,43.9725,4.892853
2016,6611,"Uved Sirac - Colombelles",231724115,231780419,"01/01/1972","08A","Incinération avec valorisation énergétique","6 Rue Francis de Pressencé",,14460,"Colombelles",14167,"Colombelles",14,"Normandie","Délégation de service public",-32392.4,6308870,-1,"Centroïde de la commune",5229,"Sirac","05F","Services","6 Rue Francis de Pressencé",,14460,"Colombelles",231724115,231780419,130000,49.196546,-0.284966
2016,7342,"Uved du Mans",,,"01/01/1975","08A","Incinération avec valorisation énergétique","200 Bis Rue de l'Angevinière","Cedex 2",72027,"Le Mans",72181,"Le Mans",72,"Pays de la Loire","Délégation de service public",22430.8,6103800,-1,"Centroïde de la commune",26178,"Syner'val (veolia Recyclage et Valorisation des Déchets)","05","Entreprises et artisans","200 Bis Rue de l'Angevinière",,72027,"le Mans Cedex 2",243860150,243860250,140000,47.986213,0.180331
